제안ID,제안제목,제안본문내용,등록일자,연도,공감수,댓글수,답변여부,원문URL,대분류,중분류,소분류,분류근거_키워드,분류신뢰도,출산양육관련여부,수집키워드,수집방식,제외사유,웹크롤링_상세본문,자치구,임시_대분류,임시_중분류,임시_세분류,임시_생애주기,임시_담당부서,크롤링상태,HTTP상태,크롤링오류,보정필터_소스,검토메모
PROP-198207,미혼모 미혼부,미혼모 미혼부,2025-02-18,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198207,취약·다양가족 사각지대,한부모·위기임산부,한부모·미혼부모·위기임산부,"미혼모, 미혼부",상,직접관련,미혼모,기존 1차 직접키워드 수집,,미혼모 미혼부,,,,,,,,,,,
PROP-198203,야간 어린이 보호구역 30km속도제한 해제,야간 어린이 보호구역 30km속도제한 해제,2025-02-17,2025,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198203,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"어린이 보호구역 속도 제한에 관해서
어린이 보호구역 속도 제한에 동의하지만
어린이를 보호하는 목적으로 생긴 속도제한이
야간에도 이뤄지는게 맞는건가 싶은 생각을
갖고있던 사람으로 제안 드립니다
최소 00시부터 06시까지는 어린이 보호구역
속도제한 단속이 해제 되어야된다고 생각합니다
어린이 통학시간도 아니고 어린이들이 없는 시간까지 속도제한과 단속이 이뤄진다는게 주변학교가 많은곳에 사는 사람으로 매우 불편함을 느낍니다
어린이 보호 목적은 좋지만 버스전용도로 단속과 같이 일정 시간에는 풀어주는것도 좋은거같습니다",,,,,,,,,,,
PROP-198192,다자녀관련 공영주차장요금 할인,다자녀관련 공영주차장요금 할인,2025-02-17,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198192,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다자녀,상,직접관련,다자녀,기존 1차 직접키워드 수집,,다자녀관련 공영주차장요금 할인,,,,,,,,,,,
PROP-198151,저출산 해결을 위한 문제점  및 실효성 있는 해결 방안,저출산 해결을 위한 문제점  및 실효성 있는 해결 방안,2025-02-15,2025,51.0,0,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198151,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,출산,상,직접관련,출산,기존 1차 직접키워드 수집,,저출산 해결을 위한 문제점  및 실효성 있는 해결 방안,,,,,,,,,,,
PROP-198142,신혼부부 답답,신혼부부 답답,2025-02-14,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198142,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신혼부부,상,직접관련,신혼부부,기존 1차 직접키워드 수집,,신혼부부 답답,,,,,,,,,,,
PROP-198137,조부모아이돌봄 36개월제한 완화신청,조부모아이돌봄 36개월제한 완화신청,2025-02-14,2025,9.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198137,보육·돌봄 인프라,가족돌봄,아이돌봄·조부모돌봄,아이돌봄,상,직접관련,아이돌봄,기존 1차 직접키워드 수집,,조부모아이돌봄 36개월제한 완화신청,,,,,,,,,,,
PROP-198127,저출산 극복,저출산 극복,2025-02-14,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198127,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,출산,상,직접관련,출산,기존 1차 직접키워드 수집,,저출산 극복,,,,,,,,,,,
PROP-198104,서울시 아이돌봄비 지원 대상 확대,서울시 아이돌봄비 지원 대상 확대,2025-02-13,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198104,보육·돌봄 인프라,가족돌봄,아이돌봄·조부모돌봄,아이돌봄,상,직접관련,아이돌봄,기존 1차 직접키워드 수집,,서울시 아이돌봄비 지원 대상 확대,,,,,,,,,,,
PROP-198063,자녀수와 연계한 보증금지원형 장기안심주택 지원 세분화,자녀수와 연계한 보증금지원형 장기안심주택 지원 세분화,2025-02-11,2025,2.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198063,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,주거·대출: 주택 + 자녀,중,조합관련,주거·대출: 주택 + 자녀,2차 문맥조합 수집,,자녀수와 연계한 보증금지원형 장기안심주택 지원 세분화,,,,,,,,,,,
PROP-198050,지하철역사내 유휴공간을 활용한 고객휴개실 또는 육아실 조성 제안,지하철역사내 유휴공간을 활용한 고객휴개실 또는 육아실 조성 제안,2025-02-10,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=198050,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,육아,상,직접관련,육아,기존 1차 직접키워드 수집,,지하철역사내 유휴공간을 활용한 고객휴개실 또는 육아실 조성 제안,,,,,,,,,,,
PROP-197999,어린이보호구역,어린이보호구역,2025-02-08,2025,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197999,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"？어린이보호구역  자동차속도 제한
일요일과 공휴일, 폐지 평일은
오후 7시이후 부터 오전7까지 속도제한  풀어주실 수는 없는건지 건의 드립니다",,,,,,,,,,,
PROP-197993,어린이 ㆍ노인 보호구역 시차제 적용,어린이 ㆍ노인 보호구역 시차제 적용,2025-02-07,2025,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197993,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"관악구 인헌초등학교 ~ 서울과학전시관까지 어린이 보호구역과 노인보호구역 지정뿐 아니라  서울시민대학 다시가는 캠퍼스 (구, 관악복합평생교육센터)로 인해 , 과속방지 후면 카메라 단속도 실시되어 30  50  속도로 차량이동이 이루어지고 있다. 인헌동 주민들도 낙성대 터널을 경유하여 서울대입구 지하철 방면으로 이동시에 통과하는 지역이고,  반대로 인헌동으로 가기 위해 거치는 도로인데 ,  주로 어린이 노인이 이용하는 평일 0900~1800을 제외한  시차제라도 도입해 주었으면 한다 (물론 단속을 다소 완화해 주면 더 좋겠지만 ？)",,,,,,,,,,,
PROP-197942,서울형 아이돌봄비 지원대상 범위 확대 요구,서울형 아이돌봄비 지원대상 범위 확대 요구,2025-02-05,2025,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197942,보육·돌봄 인프라,가족돌봄,아이돌봄·조부모돌봄,아이돌봄,상,직접관련,아이돌봄,기존 1차 직접키워드 수집,,서울형 아이돌봄비 지원대상 범위 확대 요구,,,,,,,,,,,
PROP-197934,어린이보호구역,어린이보호구역,2025-02-05,2025,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197934,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"어린이보호구역 시속30키로 규제를 심야시간과 주말,공휴일은 해제했으면 합니다",,,,,,,,,,,
PROP-197918,어린이보호구역 시간제 운영,어린이보호구역 시간제 운영,2025-02-04,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197918,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"어린이 보호구역 시간제 운영 제안합니다
예를들면 저녁 9시 이후부터 익일 오전 6시까지 속도제한 해제 및 어린이보호구역 일시 해제
새벽 한두시에 어린이집 앞 초등학교 앞 횡단보도 길건너는 아이들이 누가있다고..
실효성에 대해 생각해봤으면 합니다",,,,,,,,,,,
PROP-197913,조부모 아이돌봄 수당 30만원 36개월이 아닌 초등학교 1학년까지 확대 필요합니다,조부모 아이돌봄 수당 30만원 36개월이 아닌 초등학교 1학년까지 확대 필요합니다,2025-02-04,2025,9.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197913,보육·돌봄 인프라,가족돌봄,아이돌봄·조부모돌봄,아이돌봄,상,직접관련,아이돌봄,기존 1차 직접키워드 수집,,조부모 아이돌봄 수당 30만원 36개월이 아닌 초등학교 1학년까지 확대 필요합니다,,,,,,,,,,,
PROP-197910,다둥이 등 서울런 대상자 대폭 확대,다둥이 등 서울런 대상자 대폭 확대,2025-02-04,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197910,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다둥이,상,직접관련,다둥이,기존 1차 직접키워드 수집,,다둥이 등 서울런 대상자 대폭 확대,,,,,,,,,,,
PROP-197901,도서관 가족회원 통합의 건,도서관 가족회원 통합의 건,2025-02-04,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197901,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,공간·편의시설: 도서관 + 가족,중,조합관련,공간·편의시설: 도서관 + 가족,2차 문맥조합 수집,,"최근 도서관을 자주 이용하게 되면서 불편한 점이 있어 개선 요청 드립니다.
현재 도서관 회원에 가입 및 가족회원으로 등록히게 되면 가족이 같이 가지 않아도 깉이 빌릴 수 있게 되어있습니다.
이는 너무 좋으나 홈페이지에서 검색했을때는 가족이 대여한 도서 목록은 함께 검색이 되지 않아 건건이 로그인을 해서 반납일 등을 확인해야하는 번거로움이 있습니다.
가족회원으로 등록된 경우 한 아이디로 로그인시에도 타 가족의 도서 목록도 조회가 가능하도록 요청 드립니다.
혹 가족간에도 목록 열람을 비공개 원할시에는 통합 조회여부에 대해 선택할 수 있도록 하면 하면 될듯 합니다.",,,,,,,,,,,
PROP-197873,청년안심주택 반려동물 양육 및 출입금지 규정 폐지 요청드립니다.,청년안심주택 반려동물 양육 및 출입금지 규정 폐지 요청드립니다.,2025-02-03,2025,85.0,14,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197873,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,양육,상,직접관련,양육,기존 1차 직접키워드 수집,,"현재 sh공사에서 모집하는 구 역세권 청년주택 현 청년안심주택에서 반려동물 양육 및 출입금지를 주요 퇴거사항으로 기재해 놓고 있습니다.
흡연이나 층간소음 등 기타 다른세대에 불편을 끼치는 사항은 당연히 금지되어야 하나 반려동물의 양육 심지어 출입까지 금지시키는 것은 시대착오적 규정이라고 생각합니다.
해당규정때문에 기존에 반려동물을 양육중인 청년 또는 신혼부부는 입주를 포기하거나 파양하는 등 오히려 반려동물의 유기를 조장하고 있습니다.
반려동물이 시설을 훼손하는 경우 퇴거시 복구의무를 부여하면 되는 것이지 원천금지하는 것은 과한 규정이라고 생각합니다.
반려동물을 양육하는 세대가 갈수록 늘어나고 있는 만큼 관련규정도 다시 검토해주시길 부탁드립니다.
감사합니다.",,,,,,,,,,,
PROP-197859,36개월 아이도 등하원돌봄이 필요합니다,36개월 아이도 등하원돌봄이 필요합니다,2025-02-03,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197859,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,"등하원, 하원",상,직접관련,등하원,확장 1차 생활키워드 수집,,"？
2023년 9월부터 서울시민 대상으로 조부모 돌봄수당이 시행되었습니다.
맞벌이로 인해 조부모에게 실질적으로 양육을 의전헤야하는 서울시 양육자에게 꼭 필요한 사업이었고 이러한 정책이 약 10년만의 서울시 출생율을 올리는데 일조했다고 생각합니다!
하지만 지원대상이 24-36개월로, 도움이 많이 필여하고 4시 30분을 어린이집 기존 하원시간으로 정해진
36~48개월, 즉 법적 영아에게는 아무 지원이 없습니다!
최소한 48개월 영아 또는 7세 미만의 미취학 영유아가 스스로 등하원을 할 수 없음을. 서울시에서 정책적으로 지원하기를 희망합니다!!
이는 서울시의 출생율증가와 시니어에 대한 일자리 증가와 사회참여도 증가에 기여할 것입니다.",,,,,,,,,,,
PROP-197853,영유아 가정에 '거주자우선주차' 가산점을 드리면 어떨까요? 저출산 극복!,영유아 가정에 '거주자우선주차' 가산점을 드리면 어떨까요? 저출산 극복!,2025-02-03,2025,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197853,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,"출산, 영유아",상,직접관련,출산,기존 1차 직접키워드 수집,,영유아 가정에 '거주자우선주차' 가산점을 드리면 어떨까요? 저출산 극복!,,,,,,,,,,,
PROP-197755,키움센터 추가 개소는 어려울까요,키움센터 추가 개소는 어려울까요,2025-01-23,2025,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197755,보육·돌봄 인프라,초등돌봄,초등돌봄·방과후,키움센터,상,직접관련,키움센터,기존 1차 직접키워드 수집,,키움센터 추가 개소는 어려울까요,,,,,,,,,,,
PROP-197727,서울시 자녀출산 무주택가구 지원 정책 소득 기준 관련 제안,서울시 자녀출산 무주택가구 지원 정책 소득 기준 관련 제안,2025-01-19,2025,7.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197727,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,출산,상,직접관련,출산,기존 1차 직접키워드 수집,,서울시 자녀출산 무주택가구 지원 정책 소득 기준 관련 제안,,,,,,,,,,,
PROP-197723,임산부 시내버스 탑승 편의 개선 제안,임산부 시내버스 탑승 편의 개선 제안,2025-01-16,2025,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197723,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 시내버스 탑승 편의 개선 제안,,,,,,,,,,,
PROP-197702,다자녀 서울런 확대 강력히 요청합니다,다자녀 서울런 확대 강력히 요청합니다,2025-01-12,2025,3.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197702,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다자녀,상,직접관련,다자녀,기존 1차 직접키워드 수집,,다자녀 서울런 확대 강력히 요청합니다,,,,,,,,,,,
PROP-197676,애완견 외출시 기저귀 채워 주세요,애완견 외출시 기저귀 채워 주세요,2025-01-05,2025,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197676,다자녀·양육비·생활지원,양육비·생활비 지원,분유·기저귀·아동수당·부모급여,기저귀,상,직접관련,기저귀,확장 1차 생활키워드 수집,,"근래 애완견을 기르는 인구가 폭발적으로 늘어나고 있습니다.
그런데 주변분들에게 많은 피해를 주고 있습니다.
본인은 사랑하는 애완견이지만
개를 싫어하는 분들에게는 혐오물이 될 수 있습니다.
1. 짖어서 소음
2. 털이 빠져 날려서 호흡기 장애
3. 주면에 냄새
요즘 개를 데리고 운동시킨다며 다니는데
개는 외출하면 습관적으로 소변으로 표시하는 버릇이 있습니다.
어떤 때는 똥을 싸고 치우지도 않아 눈살을 찌푸리게 합니다.
그래서 길거리나 공원 등에 냄새가 많이 납니다.
그리고 병균을 옮길 수도 있습니다.
그래서 캠페인을 해 주셨으면 합니다.
애완견 외출시 기저귀를 채우자",,,,,,,,,,,
PROP-197624,다둥이행복카드 소지 대상자 키즈카페머니 바우처 지급,다둥이행복카드 소지 대상자 키즈카페머니 바우처 지급,2024-12-25,2024,32.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197624,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다둥이,상,직접관련,다둥이,기존 1차 직접키워드 수집,,다둥이행복카드 소지 대상자 키즈카페머니 바우처 지급,,,,,,,,,,,
PROP-197619,지하철 임산부석 해결 방안,지하철 임산부석 해결 방안,2024-12-24,2024,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197619,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,지하철 임산부석 해결 방안,,,,,,,,,,,
PROP-197605,서울시 신혼부부 전세대출 소급적용 요청,서울시 신혼부부 전세대출 소급적용 요청,2024-12-19,2024,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197605,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신혼부부,상,직접관련,신혼부부,기존 1차 직접키워드 수집,,서울시 신혼부부 전세대출 소급적용 요청,,,,,,,,,,,
PROP-197602,자녀 출산 무주택 가구 주거비 지원 정책 조건 완화 제안,자녀 출산 무주택 가구 주거비 지원 정책 조건 완화 제안,2024-12-19,2024,26.0,8,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197602,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,출산,상,직접관련,출산,기존 1차 직접키워드 수집,,자녀 출산 무주택 가구 주거비 지원 정책 조건 완화 제안,,,,,,,,,,,
PROP-197585,노인+유치원 공동 돌봄 시스템 운영,노인+유치원 공동 돌봄 시스템 운영,2024-12-16,2024,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197585,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,유치원,상,직접관련,유치원,기존 1차 직접키워드 수집,,노인+유치원 공동 돌봄 시스템 운영,,,,,,,,,,,
PROP-197539,임산부석 이용 증진 관련,임산부석 이용 증진 관련,2024-12-06,2024,1.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197539,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부석 이용 증진 관련,,,,,,,,,,,
PROP-197532,무용지물인 버스 임산부석 이용 개선 - 임산부벨 도입,무용지물인 버스 임산부석 이용 개선 - 임산부벨 도입,2024-12-05,2024,4.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197532,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,무용지물인 버스 임산부석 이용 개선 - 임산부벨 도입,,,,,,,,,,,
PROP-197512,신혼부부 전세대출 개선,신혼부부 전세대출 개선,2024-12-02,2024,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197512,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신혼부부,상,직접관련,신혼부부,기존 1차 직접키워드 수집,,신혼부부 전세대출 개선,,,,,,,,,,,
PROP-197507,서울시 자녀출산 무주택 가구 주거비 지원 대상 건의,서울시 자녀출산 무주택 가구 주거비 지원 대상 건의,2024-12-02,2024,7.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197507,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,출산,상,직접관련,출산,기존 1차 직접키워드 수집,,서울시 자녀출산 무주택 가구 주거비 지원 대상 건의,,,,,,,,,,,
PROP-197491,출산장려정책은 역차별이다.,출산장려정책은 역차별이다.,2024-11-28,2024,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197491,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,출산,상,직접관련,출산,기존 1차 직접키워드 수집,,출산장려정책은 역차별이다.,,,,,,,,,,,
PROP-197374,난임치료 여성에게도 핑크색 배려를..!,난임치료 여성에게도 핑크색 배려를..!,2024-11-04,2024,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197374,임신·난임·생식건강,난임 지원,난임시술·주사·시술비,난임,상,직접관련,난임,기존 1차 직접키워드 수집,,난임치료 여성에게도 핑크색 배려를..!,,,,,,,,,,,
PROP-197370,임산부 뱃지 제안,임산부 뱃지 제안,2024-11-04,2024,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197370,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 뱃지 제안,,,,,,,,,,,
PROP-197368,임산부 교통카드를 만들어주세요~,임산부 교통카드를 만들어주세요~,2024-11-04,2024,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197368,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 교통카드를 만들어주세요~,,,,,,,,,,,
PROP-197348,임산부 배려석 외국어 안내문 표기 확대 제안,임산부 배려석 외국어 안내문 표기 확대 제안,2024-10-30,2024,0.0,2,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197348,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 배려석 외국어 안내문 표기 확대 제안,,,,,,,,,,,
PROP-197311,임산부 배려석 운영 정책 개선 제안,임산부 배려석 운영 정책 개선 제안,2024-10-23,2024,60.0,6,Y,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197311,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 배려석 운영 정책 개선 제안,,,,,,,,,,,
PROP-197295,어린이 등하굣길 교통안전지도 사업제안,어린이 등하굣길 교통안전지도 사업제안,2024-10-20,2024,0.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197295,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 안전 + 어린이,중,조합관련,아동_안전환경: 안전 + 어린이,2차 문맥조합 수집,,"현황 및 문제점
아이들은 보통 안전을 위해 부모랑 같이 등교하는데  맞벌이 부부등은 아이랑 동행하는데 제약을 받는경우가 있어 간혹 혼자보내는 경우가 있을수 있는데 이런경우 아이들의 안전이 걱정될 우려가 있다는 문제가 있다
개선방안
초등학교 1~2학년을 대상으로 방향이 같은 8명 내의 아이들로 노선을 구성한 뒤 노선 당 1명의 지도사를 배치해 등 하굣길을 함께 한다
기대효과
맞벌이 부부등 아이랑 동행하기 어려운분들의 동행부담감 해소",,,,,,,,,,,
PROP-197288,서울시 내 다둥이카드 사용 요건을 통일해 주세요.,서울시 내 다둥이카드 사용 요건을 통일해 주세요.,2024-10-18,2024,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197288,다자녀·양육비·생활지원,다자녀 혜택,다자녀 기준·할인·감면,다둥이,상,직접관련,다둥이,기존 1차 직접키워드 수집,,서울시 내 다둥이카드 사용 요건을 통일해 주세요.,,,,,,,,,,,
PROP-197271,임산부 배려석에 바닥 라이트를 설치해주세요.,임산부 배려석에 바닥 라이트를 설치해주세요.,2024-10-16,2024,5.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197271,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,임산부 배려석에 바닥 라이트를 설치해주세요.,,,,,,,,,,,
PROP-197263,지하철 임산부석 알림음,지하철 임산부석 알림음,2024-10-16,2024,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197263,임신·난임·생식건강,임산부 건강·배려,임산부 건강관리·배려,임산부,상,직접관련,임산부,기존 1차 직접키워드 수집,,지하철 임산부석 알림음,,,,,,,,,,,
PROP-197259,"우리 아이들, 동네 아이들 안전하게 다닐수 있게 도와주세요!!!","우리 아이들, 동네 아이들 안전하게 다닐수 있게 도와주세요!!!",2024-10-15,2024,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197259,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 안전 + 아이,중,조합관련,아동_안전환경: 안전 + 아이,2차 문맥조합 수집,,"안녕하세요.
저는 서울시 노원구 월계동에 살고있는 두아이 아빠 입니다.
바로드릴 말씀은 동네벽이 너무 낙후되어 뜯어지고 곰팡이에 절여져서 귀신동네가 되었습니다.
특히 아이들이 친구들은 챙피하고 무서워서 친한친구들 초대도 못하고 특히 밤에는 나가지도 못하고 있습니다.
배달로 먹고사는 아빠로서는 그져 미안한 마음만 느끼고 있습니다.
건의 드리고져 하는 사항은 (노후된 벽을 좋은 그림을) 그려주셔서 성장하는 아이들에게 기분좋은 동네로 만들어 주세요.
힘없는 동네 아버지가 인자하시고 힘있는 오세훈 서울시장 아버님께 간곡히 부탁드립니다.
노후된 벽에 좋은 그림으로 우리 꿈나무들에게 희망을 주세요.
이런 말씀드려서 안될줄 알지만 깨알같은 작은 희망으로 말씀드립니다.
귀신동네 벽이 있는곳은
(서울특별시 노원구 석계로 27-1  입니다.
감사합니다. 늘 행복하세요.",,,,,,,,,,,
PROP-197236,서울 소재 소기업 이상 사업장에 대해 어린이집 설립 인센티브 제공 제안,서울 소재 소기업 이상 사업장에 대해 어린이집 설립 인센티브 제공 제안,2024-10-15,2024,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197236,보육·돌봄 인프라,어린이집·유치원,보육시설·유아교육,어린이집,상,직접관련,어린이집,기존 1차 직접키워드 수집,,서울 소재 소기업 이상 사업장에 대해 어린이집 설립 인센티브 제공 제안,,,,,,,,,,,
PROP-197233,"서울지하철 주요 노선에 출산, 육아 장려 칸 도입 제안","서울지하철 주요 노선에 출산, 육아 장려 칸 도입 제안",2024-10-15,2024,0.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197233,출산·산후 초기지원,출산가구 초기지원,출산지원금·출생축하,"출산, 육아",상,직접관련,출산,기존 1차 직접키워드 수집,,"서울지하철 주요 노선에 출산, 육아 장려 칸 도입 제안",,,,,,,,,,,
PROP-197204,신혼부부전세자금대출 이자지원사업 관련,신혼부부전세자금대출 이자지원사업 관련,2024-10-10,2024,18.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197204,주거·교통·도시생활환경,출산가구 주거,신혼부부·출산가구 주거지원,신혼부부,상,직접관련,신혼부부,기존 1차 직접키워드 수집,,신혼부부전세자금대출 이자지원사업 관련,,,,,,,,,,,
PROP-197171,어린이보호구역 노인일자리,어린이보호구역 노인일자리,2024-10-07,2024,1.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197171,정보·상담·교육·거버넌스,정보 접근성,일반 출산정책 안건,아동_안전환경: 보호구역 + 어린이,중,조합관련,아동_안전환경: 보호구역 + 어린이,2차 문맥조합 수집,,"어린이보호구역에 기존 녹색어머니나 시니어 외, 시에서 노인 일자리 제공 일환으로 수시로 관리감독하게 하면 좋겠습니다
아이들의 안전도 지키고 노인 일자리도 생기고요",,,,,,,,,,,
PROP-197063,산후조리원 어린이집 유치원 3천세대 이상은 필수로,산후조리원 어린이집 유치원 3천세대 이상은 필수로,2024-09-19,2024,3.0,1,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197063,출산·산후 초기지원,산후조리,산후조리·산모도우미,"산후, 어린이집, 유치원",상,직접관련,산후,기존 1차 직접키워드 수집,,산후조리원 어린이집 유치원 3천세대 이상은 필수로,,,,,,,,,,,
PROP-197030,친인척 조력자 아이돌봄비 지원 제도 개선 요청,친인척 조력자 아이돌봄비 지원 제도 개선 요청,2024-09-13,2024,2.0,0,N,https://idea.seoul.go.kr/front/freeSuggest/view.do?sn=197030,보육·돌봄 인프라,가족돌봄,아이돌봄·조부모돌봄,아이돌봄,상,직접관련,아이돌봄,기존 1차 직접키워드 수집,,친인척 조력자 아이돌봄비 지원 제도 개선 요청,,,,,,,,,,,
