source_title,source_org,published_at,reference_year,pdf_page,table_index,table_title,unit,row_index,column_index,cell_value,source_file
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,17,4,자연증가(잠정) ··························································20,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,18,2,1.,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,18,3,자연증,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,18,4,가 ················································································ 20,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,19,2,2.,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,19,3,시도별,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,19,4,자연증가 ·································································· 21,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,20,1,□,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,20,2,통,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,20,3,계표,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,20,4,························································································22,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,21,2,◇,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,21,3,부 록,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,22,2,◎,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,22,3,2025,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,3,1,목 차,,22,4,년 출생‧사망통계 잠정 결과 집계 개요 ···············45,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,5,1,출생아 수 및 합계출산율,,1,7,출,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,5,1,출생아 수 및 합계출산율,,1,8,생아,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,5,1,출생아 수 및 합계출산율,,1,9,수 및 합,2025년+출생.사망통계(잠정).pdf
2025년 인구동향조사 출생·사망통계(잠정),국가데이터처(구 통계청),2026-02-25,2025,5,1,출생아 수 및 합계출산율,,1,10,계,2025년+출생.사망통계(잠정).pdf
